tracking_timestamp_us,left_yaw_rads_cpf,right_yaw_rads_cpf,pitch_rads_cpf,depth_m,left_yaw_low_rads_cpf,right_yaw_low_rads_cpf,pitch_low_rads_cpf,left_yaw_high_rads_cpf,right_yaw_high_rads_cpf,pitch_high_rads_cpf,tx_left_eye_cpf,ty_left_eye_cpf,tz_left_eye_cpf,tx_right_eye_cpf,ty_right_eye_cpf,tz_right_eye_cpf,session_uid
922875491707,0.5573658347129822,0.5842790603637695,0.2181454747915268,2.003577062345175,0.5286058187484741,0.548130452632904,0.1813781261444091,0.5845035314559937,0.6235628128051758,0.2601875960826874,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922875591707,0.554893970489502,0.5834000110626221,0.2063227146863937,1.8902465716004615,0.5253072381019592,0.5485259890556335,0.1696310937404632,0.582825779914856,0.6212074756622314,0.2466092705726623,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922875691707,0.5618835687637329,0.5838119983673096,0.2103838473558426,2.4528072896383613,0.5324147939682007,0.549168050289154,0.1739487200975418,0.5896303653717041,0.6215788722038269,0.2508828639984131,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922875791707,0.2150077223777771,0.4742410778999328,-0.0666972547769546,0.2279039691953704,0.0854753702878952,0.3147213459014892,-0.1859835237264633,0.3272087275981903,0.6218339204788208,0.0790557488799095,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922875891707,0.2407135665416717,0.3230026066303253,-0.5067784190177917,0.8329033318987881,0.1501812636852264,0.240388423204422,-0.5855777859687805,0.3190508782863617,0.402330994606018,-0.411092609167099,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922875991707,0.1172604411840438,0.2631942629814148,-0.5191342234611511,0.485202599471347,0.0962336063385009,0.2349170297384262,-0.5500569343566895,0.1395255327224731,0.2924183011054992,-0.4833757281303406,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922876091707,0.0817459672689437,0.2162231057882309,-0.515060305595398,0.5301198417736132,0.0615078806877136,0.1882304102182388,-0.5455470085144043,0.103234589099884,0.2455657869577407,-0.4770018756389618,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922876191707,0.0421857498586177,0.1770147085189819,-0.5113333463668823,0.5309990547809155,0.0226513408124446,0.1511844396591186,-0.5408732891082764,0.0628084987401962,0.2042135447263717,-0.4737990200519562,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922876291707,-0.0087154880166053,0.1448921859264373,-0.5171541571617126,0.4695499025220175,-0.0289438217878341,0.1197272613644599,-0.5466344356536865,0.0126835666596889,0.1712100356817245,-0.4793187975883484,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922876391707,-0.0427818894386291,0.1032091006636619,-0.5332210659980774,0.499920724000424,-0.0637136325240135,0.0785878524184227,-0.5632579922676086,-0.0203038416802883,0.12881401181221,-0.4950204193592071,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922876491707,-0.0873889178037643,0.0710417851805687,-0.5185514092445374,0.4568614314922049,-0.1104891747236251,0.0455070585012435,-0.550407886505127,-0.0630428045988082,0.0974004715681076,-0.4760254025459289,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922876591707,-0.0637953206896781,0.1347647309303283,-0.5641878843307495,0.3739355235540901,-0.0913141593337059,0.1038214340806007,-0.5991615056991577,-0.0352574735879898,0.1660072207450866,-0.5143694877624512,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922876691707,-0.068882018327713,0.1422840654850006,-0.5543862581253052,0.3492929205600458,-0.096034936606884,0.108601376414299,-0.5902923941612244,-0.0408018194139003,0.176414206624031,-0.502328634262085,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922876791707,-0.0684518963098526,0.1362262219190597,-0.5407953858375549,0.357519589873318,-0.0929936245083808,0.1045571938157081,-0.5747998952865601,-0.0425911732017993,0.1683802306652069,-0.4900165200233459,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922876891707,-0.0560011342167854,0.1180545464158058,-0.5358498096466064,0.4196376631609899,-0.0795595496892929,0.0891703367233276,-0.5687750577926636,-0.0312304161489009,0.1477556079626083,-0.4882561564445495,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922876991707,-0.0621555894613266,0.1190819218754768,-0.5334646701812744,0.4023932270767766,-0.0859893858432769,0.0896604731678962,-0.5668532252311707,-0.0370574593544006,0.1492502391338348,-0.4860641956329345,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922877091707,-0.019660148769617,0.1284238547086715,-0.5270254015922546,0.4904142522858291,-0.040179293602705,0.1047550737857818,-0.5561059713363647,0.0022872053086757,0.1530406773090362,-0.4895979464054107,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922877191707,-0.014375302940607,0.148747444152832,-0.5201013088226318,0.4428243267794026,-0.0349194593727588,0.125061348080635,-0.5486511588096619,0.0074426680803298,0.1733888983726501,-0.4840688705444336,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922877291707,-0.0131191797554492,0.1510152071714401,-0.5154716372489929,0.4388620557840773,-0.0335214883089065,0.1265919506549835,-0.5442585349082947,0.0084490850567817,0.1763000935316085,-0.4789257943630218,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922877391707,-0.017991553992033,0.1358155310153961,-0.5119845271110535,0.4679139688074991,-0.0385295078158378,0.1118253394961357,-0.5408449172973633,0.0037193968892097,0.1607421189546585,-0.475271612405777,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922877491707,0.0386708751320838,0.195126935839653,-0.5284342765808105,0.4613325053614122,0.0182483978569507,0.1699022948741912,-0.5576832890510559,0.0605000406503677,0.2210599482059478,-0.4908766746520996,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922877591707,0.0471505708992481,0.2122839838266372,-0.54892498254776,0.4414233381320124,0.0264141261577606,0.186651274561882,-0.5782106518745422,0.0693785399198532,0.2386645376682281,-0.5124468207359314,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922877691707,0.0389928482472896,0.2083917707204818,-0.5487363934516907,0.4306276053015928,0.018139474093914,0.181029811501503,-0.5786759853363037,0.0613452084362506,0.2366575300693512,-0.5092633366584778,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922877791707,0.0392967201769351,0.2029020190238952,-0.5434635877609253,0.4447190386608469,0.0186698548495769,0.1759977787733078,-0.5733616948127747,0.0613780803978443,0.2306174784898758,-0.5024234056472778,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922877891707,0.0337583161890506,0.2078152894973755,-0.5485414862632751,0.4191876287780764,0.0123160891234874,0.180640161037445,-0.5787342190742493,0.0566237866878509,0.2359498441219329,-0.5068679451942444,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922877991707,-0.0120958052575588,0.1531160175800323,-0.544525682926178,0.4433846062513729,-0.0344862826168537,0.1255943030118942,-0.5756085515022278,0.0117258615791797,0.1810946315526962,-0.5016331672668457,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922878091707,-0.0180289484560489,0.1521283239126205,-0.5464690327644348,0.4310750644513928,-0.0401123389601707,0.1232978850603103,-0.5780587792396545,0.0054730847477912,0.1812499165534973,-0.5024739503860474,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922878191707,-0.0981690287590026,0.1124314740300178,-0.6702715158462524,0.3803054868846425,-0.131887137889862,0.0737238079309463,-0.7117244601249695,-0.0629964545369148,0.1510164439678192,-0.61125248670578,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922878291707,-0.0837058275938034,0.1091294437646865,-0.6473016738891602,0.4082348939814792,-0.1170516014099121,0.0710248202085495,-0.6881397366523743,-0.0497595742344856,0.1474448591470718,-0.5883809924125671,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922878391707,-0.0273875780403614,0.1687868237495422,-0.64463210105896,0.3991128086073355,-0.0586793161928653,0.1327073127031326,-0.6841349005699158,0.0049600973725318,0.2044795453548431,-0.5864782333374023,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922878491707,-0.0429040901362896,0.1513301879167556,-0.6397614479064941,0.4022284419049706,-0.0740453898906707,0.1137211918830871,-0.6792564988136292,-0.0107781067490577,0.1889908462762832,-0.5822300910949707,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922878591707,-0.0687322914600372,0.0917057618498802,-0.5294665694236755,0.4539570712033345,-0.0930596813559532,0.0641121566295623,-0.5624902248382568,-0.0435542836785316,0.120047889649868,-0.4818633198738098,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922878691707,-0.0649003311991691,0.1095274910330772,-0.5461786985397339,0.4214673758153029,-0.0870602056384086,0.0830590948462486,-0.5771068930625916,-0.0415226332843303,0.1363781988620758,-0.5044419765472412,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
922878791707,-0.0612978935241699,0.1090830862522125,-0.546519935131073,0.431597783152373,-0.0837358683347702,0.0827160626649856,-0.5776105523109436,-0.0377331040799617,0.1359461545944214,-0.5052999258041382,0.0315,0.0,0.0,-0.0315,0.0,0.0,5b0cd164-67f0-4590-9c99-356b1a60afcd
